id,age,gender,signup_date,total_orders,average_order_value,total_spent,frequency_of_purchases,last_purchase_date,product_categories,website_visits,email_open_rate ,social_media_engagement,customer_support_interactions,returns_refunds,payment_method,device_type,loyalty_program_status
695,54,Female,14/11/2021,9,320,,4,15/02/2024,Automotive,842,88.52,42,19,7,americanexpress,Desktop,Silver
696,93,Female,09/03/2024,11,194,,332,05/08/2024,Toys,887,38.88,61,12,6,jcb,Desktop,Gold
697,94,Male,08/03/2024,57,404,,93,20/09/2023,Automotive,576,46.53,69,6,3,americanexpress,Desktop,Silver
698,81,Male,23/07/2021,1,134,,219,28/07/2024,Automotive,858,69.03,19,2,8,diners-club-enroute,Desktop,Gold
699,43,Female,21/02/2020,24,236,,178,22/12/2023,Clothing,234,9.0,68,11,8,bankcard,Mobile,Silver
700,81,Female,10/05/2022,13,15,,173,18/10/2023,Automotive,493,90.12,32,7,1,jcb,Mobile,Bronze
701,49,Male,28/09/2022,60,374,,121,19/09/2023,Automotive,9,96.58,84,3,3,china-unionpay,Desktop,Gold
702,60,Female,05/04/2020,84,494,,231,22/05/2024,Clothing,407,97.09,53,9,4,jcb,Mobile,Platinum
703,38,Female,02/08/2022,13,455,,35,24/11/2023,Pets,95,19.05,51,19,2,switch,Desktop,Gold
704,76,Male,10/09/2021,52,298,,185,25/04/2024,Home & Kitchen,504,63.75,60,10,2,jcb,Mobile,Bronze
705,71,Female,02/10/2023,23,136,,334,18/04/2024,Beauty,94,70.11,45,17,7,maestro,Mobile,Gold
706,56,Female,03/12/2019,97,333,,108,11/10/2023,Pets,815,0.28,74,15,3,maestro,Desktop,Bronze
707,51,Male,04/09/2023,9,65,,197,05/03/2024,Clothing,277,32.88,53,8,10,jcb,Mobile,Bronze
708,57,Male,13/02/2020,39,500,,199,07/08/2024,Home & Kitchen,955,62.42,70,17,7,diners-club-enroute,Desktop,Silver
709,81,Female,10/12/2018,25,12,,157,13/11/2023,Beauty,993,43.84,76,17,0,mastercard,Mobile,Silver
710,31,Male,29/09/2020,68,12,,172,21/02/2024,Pets,728,23.26,21,6,8,jcb,Mobile,Silver
711,90,Female,26/10/2022,48,120,,300,08/08/2024,Home & Kitchen,358,28.98,91,7,6,switch,Mobile,Silver
712,59,Male,11/08/2020,100,307,,226,30/07/2024,Clothing,694,32.19,26,6,3,jcb,Desktop,Silver
713,31,Female,26/12/2023,42,253,,82,04/01/2024,Automotive,682,7.21,6,14,2,jcb,Desktop,Bronze
714,69,Female,02/10/2018,44,221,,97,17/07/2024,Health,509,88.67,11,15,2,laser,Desktop,Bronze
715,74,Female,05/07/2019,41,163,,41,17/11/2023,Beauty,229,8.77,35,8,4,jcb,Desktop,Gold
716,47,Male,21/11/2020,19,177,,307,13/04/2024,Sports & Outdoors,874,44.99,89,3,10,jcb,Desktop,Platinum
717,53,Female,26/03/2021,52,307,,159,01/07/2024,Toys,628,90.91,45,7,10,china-unionpay,Mobile,Platinum
718,35,Male,09/07/2023,93,161,,122,26/02/2024,Clothing,164,52.31,56,6,7,diners-club-enroute,Desktop,Gold
719,24,Male,14/10/2020,7,422,,186,26/03/2024,Automotive,709,46.2,84,17,6,americanexpress,Desktop,Bronze
720,88,Female,26/08/2021,90,62,,86,11/01/2024,Beauty,810,95.91,54,10,4,jcb,Mobile,Bronze
721,52,Female,30/09/2019,100,151,,98,10/07/2024,Health,472,61.11,35,16,3,diners-club-enroute,Desktop,Silver
722,39,Female,26/06/2018,69,215,,153,14/08/2024,Health,602,87.89,75,13,6,diners-club-enroute,Mobile,Bronze
723,55,Female,13/01/2023,87,353,,87,11/04/2024,Health,51,59.0,73,12,6,jcb,Desktop,Platinum
724,79,Female,19/03/2018,71,114,,143,08/05/2024,Sports & Outdoors,765,92.02,40,8,2,maestro,Mobile,Platinum
725,48,Male,22/01/2023,69,149,,73,19/02/2024,Beauty,637,47.67,75,5,2,jcb,Mobile,Gold
726,77,Female,11/09/2018,67,55,,25,26/07/2024,Health,623,15.19,45,0,7,bankcard,Mobile,Bronze
727,73,Female,09/12/2023,97,219,,65,03/06/2024,Clothing,1016,53.21,82,0,2,mastercard,Mobile,Bronze
728,86,Male,05/07/2024,10,233,,39,15/09/2024,Automotive,218,19.05,28,18,9,jcb,Desktop,Bronze
729,39,Male,05/03/2022,33,265,,198,02/12/2023,Beauty,142,28.85,99,2,1,jcb,Mobile,Bronze
730,77,Male,25/01/2024,2,182,,105,09/04/2024,Beauty,109,69.05,84,17,10,jcb,Desktop,Bronze
731,80,Female,24/06/2023,13,404,,61,08/12/2023,Sports & Outdoors,962,59.23,61,17,1,visa,Desktop,Silver
732,37,Male,23/08/2020,84,323,,134,01/10/2023,Books,261,52.54,64,20,8,jcb,Desktop,Platinum
733,35,Female,12/02/2019,51,120,,275,06/05/2024,Electronics,150,88.94,18,19,10,diners-club-carte-blanche,Desktop,Platinum
734,35,Male,09/06/2019,56,308,,306,09/03/2024,Home & Kitchen,551,21.56,85,4,1,jcb,Mobile,Silver
735,59,Male,22/05/2022,53,470,,355,07/10/2023,Clothing,290,23.5,34,16,1,maestro,Desktop,Silver
736,69,Male,14/05/2023,84,73,,176,04/06/2024,Beauty,540,19.38,20,3,4,jcb,Desktop,Silver
737,90,Male,17/04/2018,14,24,,165,28/11/2023,Automotive,262,88.26,20,3,8,jcb,Mobile,Bronze
738,90,Male,08/07/2021,29,228,,218,26/09/2023,Electronics,955,29.05,47,13,5,laser,Desktop,Gold
739,56,Female,10/07/2018,35,253,,133,14/03/2024,Toys,592,36.93,16,15,8,jcb,Desktop,Platinum
740,33,Male,24/11/2023,24,197,,85,05/01/2024,Books,466,58.7,66,16,1,jcb,Mobile,Silver
741,86,Female,28/05/2019,7,473,,47,28/05/2024,Health,476,1.77,28,20,6,bankcard,Mobile,Platinum
742,58,Male,29/10/2019,100,344,,90,29/06/2024,Home & Kitchen,654,60.2,56,5,10,visa-electron,Mobile,Platinum
743,82,Male,03/08/2024,82,420,,152,20/02/2024,Clothing,169,46.92,70,8,10,jcb,Mobile,Platinum
744,77,Male,08/06/2021,61,113,,210,22/03/2024,Health,589,91.15,87,14,10,jcb,Desktop,Silver
745,86,Female,06/07/2022,27,30,,229,02/02/2024,Health,886,56.72,66,7,1,visa-electron,Mobile,Bronze
746,74,Male,01/11/2021,80,362,,201,17/02/2024,Clothing,187,98.02,13,13,9,jcb,Desktop,Platinum
747,52,Male,16/01/2019,42,78,,344,25/05/2024,Pets,160,9.42,83,18,8,jcb,Desktop,Bronze
748,38,Female,26/07/2021,47,491,,81,03/01/2024,Electronics,608,32.12,61,16,8,jcb,Desktop,Platinum
749,78,Male,21/06/2023,57,333,,183,19/04/2024,Automotive,150,85.51,66,2,5,china-unionpay,Mobile,Platinum
750,95,Female,06/04/2022,25,186,,72,03/04/2024,Health,1026,23.97,36,15,8,jcb,Desktop,Silver
751,54,Male,26/05/2020,93,239,,208,01/09/2024,Clothing,848,67.08,24,4,9,switch,Desktop,Bronze
752,62,Female,28/06/2018,90,247,,36,09/12/2023,Health,97,39.65,60,0,10,jcb,Mobile,Bronze
753,21,Female,12/04/2024,72,496,,233,26/05/2024,Toys,339,57.8,90,8,4,jcb,Desktop,Platinum
754,88,Male,16/07/2018,20,173,,206,01/10/2023,Health,270,4.05,65,19,0,diners-club-carte-blanche,Mobile,Platinum
755,93,Male,23/08/2024,28,440,,18,08/09/2024,Electronics,758,86.15,9,16,3,jcb,Desktop,Gold
756,80,Female,23/02/2024,47,291,,238,13/04/2024,Electronics,619,61.76,21,0,6,jcb,Desktop,Platinum
757,52,Male,24/05/2020,99,458,,88,30/04/2024,Home & Kitchen,451,19.97,66,2,6,laser,Desktop,Gold
758,68,Female,09/06/2021,23,244,,299,08/05/2024,Health,767,30.38,8,16,10,mastercard,Mobile,Silver
759,54,Male,14/01/2024,42,77,,93,04/09/2024,Toys,327,17.89,57,4,10,jcb,Mobile,Bronze
760,70,Male,04/02/2024,91,389,,113,14/05/2024,Clothing,472,44.49,52,10,6,switch,Desktop,Silver
761,47,Male,05/06/2020,20,352,,166,11/09/2024,Beauty,1003,4.54,90,8,4,diners-club-carte-blanche,Desktop,Gold
762,48,Male,12/05/2021,4,424,,245,28/10/2023,Home & Kitchen,196,52.77,14,9,3,visa-electron,Desktop,Gold
763,51,Female,04/04/2023,5,424,,124,22/11/2023,Toys,933,54.08,89,12,1,jcb,Desktop,Platinum
764,21,Male,16/12/2022,88,196,,322,08/02/2024,Automotive,878,58.63,71,3,1,jcb,Mobile,Silver
765,56,Male,01/12/2020,28,381,,130,29/08/2024,Toys,722,35.61,79,2,3,jcb,Desktop,Gold
766,71,Female,20/05/2021,55,457,,71,24/07/2024,Books,873,73.7,39,7,8,solo,Desktop,Platinum
767,35,Male,14/07/2019,86,48,,162,25/08/2024,Health,654,79.91,69,0,3,bankcard,Mobile,Platinum
768,61,Male,23/07/2019,14,251,,119,02/05/2024,Pets,108,90.51,33,0,4,diners-club-carte-blanche,Mobile,Gold
769,61,Male,22/03/2023,28,434,,308,18/08/2024,Pets,355,59.27,40,13,7,jcb,Desktop,Platinum
770,36,Female,28/03/2023,33,384,,357,17/04/2024,Books,643,23.82,36,1,4,visa-electron,Desktop,Platinum
771,43,Female,05/08/2022,12,280,,88,03/01/2024,Books,375,61.69,33,16,10,maestro,Mobile,Bronze
772,74,Male,02/12/2022,34,103,,311,01/05/2024,Pets,844,38.23,76,19,7,bankcard,Desktop,Platinum
773,41,Female,16/07/2022,58,387,,233,15/12/2023,Toys,794,78.44,62,3,5,mastercard,Desktop,Gold
774,53,Male,13/04/2022,63,146,,198,18/05/2024,Home & Kitchen,282,92.31,69,5,5,jcb,Desktop,Silver
775,76,Female,08/12/2019,18,24,,87,30/04/2024,Health,806,54.31,82,9,8,laser,Desktop,Platinum
776,22,Male,01/02/2020,3,102,,325,22/07/2024,Books,1000,78.44,72,11,3,mastercard,Mobile,Platinum
777,83,Male,05/02/2022,48,123,,31,06/02/2024,Electronics,414,27.7,91,18,0,visa-electron,Desktop,Platinum
778,55,Male,11/01/2021,1,67,,104,02/10/2023,Pets,72,40.4,13,5,1,instapayment,Mobile,Platinum
779,71,Female,08/06/2018,81,492,,39,18/05/2024,Automotive,629,22.8,49,16,4,jcb,Desktop,Platinum
780,26,Female,05/02/2022,82,89,,189,14/04/2024,Clothing,373,83.8,33,18,9,mastercard,Desktop,Gold
781,83,Male,13/04/2023,59,461,,324,12/04/2024,Home & Kitchen,1005,74.46,79,14,10,maestro,Mobile,Gold
782,29,Female,26/10/2022,64,136,,314,24/08/2024,Home & Kitchen,205,35.09,15,18,7,jcb,Mobile,Bronze
783,90,Male,22/03/2021,9,168,,186,17/04/2024,Home & Kitchen,319,76.06,15,17,4,jcb,Desktop,Silver
784,73,Female,20/01/2021,82,218,,188,22/05/2024,Toys,861,41.45,47,3,2,laser,Mobile,Silver
785,83,Male,04/02/2019,32,148,,102,07/01/2024,Electronics,855,30.48,46,12,7,jcb,Desktop,Gold
786,60,Male,24/05/2019,28,496,,191,23/06/2024,Home & Kitchen,1001,76.07,53,0,3,visa-electron,Desktop,Silver
787,81,Female,20/01/2022,11,50,,274,02/04/2024,Sports & Outdoors,69,7.81,86,7,7,jcb,Desktop,Platinum
788,70,Male,27/06/2021,6,280,,100,28/12/2023,Home & Kitchen,232,50.47,29,13,1,jcb,Mobile,Platinum
789,40,Male,13/06/2021,14,157,,216,25/10/2023,Health,204,47.09,76,17,3,diners-club-enroute,Mobile,Gold
790,53,Female,03/06/2018,99,146,,273,13/04/2024,Home & Kitchen,102,2.05,6,5,2,jcb,Mobile,Bronze
791,26,Male,17/08/2018,55,467,,241,27/08/2024,Automotive,1017,5.26,46,15,0,jcb,Mobile,Bronze
792,47,Female,17/05/2023,79,241,,68,27/01/2024,Toys,924,79.94,66,13,0,mastercard,Mobile,Platinum
793,24,Male,20/11/2023,81,25,,24,04/04/2024,Home & Kitchen,557,66.62,35,10,2,mastercard,Desktop,Gold
794,74,Male,22/02/2022,27,300,,28,26/04/2024,Electronics,434,57.4,30,18,1,china-unionpay,Desktop,Bronze
795,38,Female,28/01/2020,10,109,,342,20/01/2024,Electronics,694,3.55,25,19,3,diners-club-enroute,Desktop,Bronze
796,76,Male,11/04/2024,41,309,,235,16/11/2023,Toys,445,14.64,84,18,6,mastercard,Desktop,Silver
797,18,Female,11/08/2023,76,335,,227,26/07/2024,Pets,526,17.96,56,3,0,visa,Mobile,Platinum
798,71,Female,04/03/2020,94,151,,56,18/09/2023,Home & Kitchen,224,21.0,43,1,9,americanexpress,Mobile,Bronze
799,57,Male,08/12/2018,3,27,,350,06/01/2024,Automotive,963,12.77,18,9,5,mastercard,Mobile,Bronze
800,39,Male,01/11/2020,92,416,,50,29/07/2024,Automotive,506,92.35,96,12,5,mastercard,Desktop,Silver
801,71,Male,10/03/2023,33,124,,142,22/10/2023,Sports & Outdoors,494,26.24,93,17,3,jcb,Desktop,Platinum
802,21,Male,16/11/2018,32,333,,257,26/06/2024,Books,726,37.84,39,10,3,visa,Desktop,Gold
803,30,Female,22/12/2023,14,79,,189,12/12/2023,Clothing,912,53.44,64,18,3,jcb,Desktop,Platinum
804,23,Male,20/11/2020,12,317,,100,18/05/2024,Sports & Outdoors,27,59.33,68,10,3,china-unionpay,Mobile,Gold
805,73,Female,19/09/2022,58,112,,283,06/12/2023,Pets,726,1.7,78,14,9,maestro,Desktop,Platinum
806,47,Male,13/07/2019,91,413,,176,12/07/2024,Health,844,53.22,20,1,7,diners-club-us-ca,Desktop,Platinum
807,89,Female,23/04/2018,52,358,,147,18/05/2024,Home & Kitchen,573,2.73,72,8,3,mastercard,Desktop,Platinum
808,94,Male,23/08/2020,27,423,,203,28/03/2024,Home & Kitchen,826,68.83,1,17,4,china-unionpay,Desktop,Bronze
809,92,Female,15/04/2023,77,277,,222,03/03/2024,Home & Kitchen,183,0.75,83,6,7,jcb,Desktop,Bronze
810,49,Female,26/12/2021,32,97,,211,19/11/2023,Clothing,546,31.98,87,7,8,jcb,Mobile,Bronze
811,41,Male,22/07/2022,85,139,,249,29/06/2024,Clothing,664,57.31,58,13,5,visa,Mobile,Platinum
812,33,Male,26/03/2023,25,45,,36,14/12/2023,Health,1000,97.67,46,13,2,jcb,Mobile,Gold
813,70,Female,14/09/2022,92,104,,336,06/02/2024,Sports & Outdoors,310,86.11,62,1,6,visa-electron,Desktop,Bronze
814,18,Male,07/02/2022,94,367,,100,25/11/2023,Pets,545,57.91,0,10,6,china-unionpay,Mobile,Platinum
815,42,Male,09/07/2022,80,171,,54,18/11/2023,Books,970,78.06,26,8,4,jcb,Desktop,Platinum
816,35,Female,31/05/2023,9,158,,30,12/09/2024,Books,298,30.51,65,19,5,china-unionpay,Desktop,Gold
817,42,Male,29/08/2020,42,493,,319,01/12/2023,Sports & Outdoors,672,57.99,58,17,7,mastercard,Desktop,Platinum
818,50,Female,25/06/2018,30,131,,174,11/01/2024,Pets,811,89.49,67,15,6,china-unionpay,Mobile,Silver
819,35,Male,14/09/2018,26,14,,286,05/10/2023,Automotive,979,49.82,75,8,3,jcb,Desktop,Platinum
820,54,Female,16/05/2022,15,175,,302,29/11/2023,Toys,148,24.27,76,15,2,visa,Mobile,Bronze
821,67,Male,17/07/2020,73,434,,52,15/04/2024,Electronics,449,37.41,97,17,2,china-unionpay,Desktop,Bronze
822,43,Female,06/04/2021,11,22,,147,24/06/2024,Books,790,52.36,89,4,6,jcb,Mobile,Bronze
823,67,Male,25/03/2022,61,368,,61,25/01/2024,Automotive,620,50.1,16,11,7,visa-electron,Desktop,Silver
824,70,Male,15/07/2024,93,420,,253,04/06/2024,Sports & Outdoors,977,94.7,16,4,9,mastercard,Desktop,Gold
825,19,Male,07/12/2023,64,37,,295,25/04/2024,Toys,744,61.25,23,17,5,maestro,Mobile,Silver
826,92,Female,04/01/2023,63,496,,274,05/12/2023,Sports & Outdoors,374,27.28,54,19,5,maestro,Desktop,Platinum
827,86,Female,11/10/2023,62,254,,64,16/06/2024,Toys,505,35.47,39,8,6,jcb,Mobile,Gold
828,29,Female,10/07/2019,33,18,,319,11/12/2023,Clothing,397,59.08,98,15,5,diners-club-enroute,Desktop,Bronze
829,69,Female,15/04/2024,83,428,,265,08/06/2024,Health,391,29.9,20,4,2,jcb,Mobile,Bronze
830,65,Male,04/10/2023,6,166,,104,10/08/2024,Automotive,154,82.04,21,13,0,jcb,Mobile,Platinum
831,30,Female,02/10/2019,54,451,,330,31/07/2024,Pets,239,48.9,55,14,7,jcb,Mobile,Gold
832,78,Male,23/09/2021,55,101,,13,15/11/2023,Clothing,278,56.84,66,2,4,jcb,Mobile,Platinum
833,52,Female,27/05/2021,55,375,,252,09/01/2024,Home & Kitchen,1025,82.8,14,19,3,jcb,Desktop,Silver
834,32,Female,29/11/2019,99,438,,335,04/03/2024,Sports & Outdoors,521,65.64,9,9,8,laser,Desktop,Silver
835,39,Male,17/03/2024,79,459,,184,28/01/2024,Automotive,441,87.41,96,20,5,switch,Mobile,Platinum
836,45,Male,24/12/2022,61,114,,26,15/01/2024,Clothing,295,65.56,55,15,1,jcb,Desktop,Silver
837,78,Female,28/04/2019,45,265,,197,09/07/2024,Automotive,931,5.31,69,12,0,visa,Mobile,Platinum
838,57,Female,01/07/2024,37,67,,37,27/11/2023,Sports & Outdoors,775,80.3,59,20,6,jcb,Desktop,Bronze
839,91,Male,20/01/2019,72,193,,98,09/02/2024,Home & Kitchen,614,30.0,22,4,9,americanexpress,Desktop,Platinum
840,30,Female,05/02/2019,94,116,,111,04/07/2024,Books,558,46.91,89,8,0,jcb,Desktop,Platinum
841,59,Male,17/04/2020,48,433,,240,20/04/2024,Toys,728,87.3,94,13,6,mastercard,Mobile,Bronze
842,85,Male,28/11/2022,20,96,,236,22/01/2024,Home & Kitchen,707,60.96,97,17,6,jcb,Mobile,Platinum
843,73,Male,01/06/2019,2,250,,231,02/07/2024,Pets,266,92.93,5,17,0,jcb,Mobile,Silver
844,37,Female,30/08/2020,95,436,,230,13/12/2023,Home & Kitchen,883,60.84,11,7,2,maestro,Desktop,Gold
845,26,Male,28/08/2018,43,207,,347,07/01/2024,Pets,225,65.59,70,1,9,jcb,Mobile,Silver
846,87,Male,18/09/2022,2,468,,284,20/06/2024,Toys,725,92.77,50,14,4,jcb,Mobile,Platinum
847,87,Female,05/07/2023,50,446,,135,27/09/2023,Books,899,6.01,18,3,1,jcb,Mobile,Platinum
848,85,Male,10/04/2024,24,416,,106,25/06/2024,Electronics,1014,60.14,85,11,4,switch,Mobile,Platinum
849,57,Male,22/10/2021,28,309,,138,23/02/2024,Pets,1031,26.51,66,5,5,china-unionpay,Mobile,Gold
850,25,Male,23/12/2020,7,309,,242,20/02/2024,Pets,30,46.64,34,8,1,switch,Mobile,Bronze
851,88,Female,17/09/2019,92,432,,131,14/02/2024,Clothing,41,75.19,53,5,1,jcb,Desktop,Gold
852,27,Male,22/12/2022,95,287,,132,27/04/2024,Automotive,20,81.74,64,11,6,jcb,Mobile,Bronze
853,62,Female,16/07/2022,96,197,,361,06/01/2024,Automotive,364,10.72,94,9,9,bankcard,Desktop,Gold
854,44,Female,14/09/2018,41,394,,351,08/03/2024,Beauty,542,70.99,57,16,8,jcb,Desktop,Bronze
855,72,Female,31/05/2019,20,85,,33,30/10/2023,Beauty,451,88.67,30,18,3,jcb,Desktop,Bronze
856,63,Male,08/05/2021,46,385,,90,05/02/2024,Toys,994,96.01,42,18,3,instapayment,Desktop,Bronze
857,43,Male,07/12/2020,78,136,,88,18/11/2023,Automotive,973,43.25,72,5,3,visa-electron,Mobile,Gold
858,94,Male,12/08/2022,1,181,,31,16/04/2024,Pets,599,19.38,89,5,1,solo,Mobile,Platinum
859,43,Male,10/06/2024,3,398,,335,08/04/2024,Pets,153,85.89,6,5,6,diners-club-carte-blanche,Desktop,Gold
860,67,Female,20/02/2023,46,499,,347,24/03/2024,Clothing,227,10.32,59,11,6,instapayment,Mobile,Platinum
861,61,Male,24/03/2019,49,282,,284,01/06/2024,Electronics,67,42.23,37,19,8,switch,Mobile,Platinum
862,81,Male,18/12/2020,20,370,,234,08/12/2023,Sports & Outdoors,3,71.1,45,12,0,china-unionpay,Mobile,Bronze
863,87,Male,04/12/2018,23,330,,83,09/11/2023,Toys,541,3.33,4,20,5,jcb,Mobile,Bronze
864,64,Male,18/10/2020,32,342,,130,09/12/2023,Automotive,963,12.08,13,14,3,americanexpress,Mobile,Gold
865,89,Female,06/06/2021,95,252,,364,09/12/2023,Toys,712,57.71,40,13,9,solo,Desktop,Gold
866,87,Female,16/08/2023,27,31,,129,17/10/2023,Automotive,323,73.32,42,14,0,jcb,Mobile,Gold
867,73,Female,17/04/2023,88,140,,70,26/02/2024,Automotive,129,9.0,40,6,0,jcb,Desktop,Platinum
868,27,Male,17/06/2022,4,225,,130,11/02/2024,Electronics,282,27.1,2,15,9,laser,Desktop,Silver
869,91,Female,09/08/2022,36,269,,39,09/08/2024,Health,371,31.21,96,3,4,jcb,Mobile,Silver
870,36,Female,02/10/2018,68,365,,184,26/10/2023,Books,689,3.21,25,6,1,diners-club-carte-blanche,Desktop,Silver
871,39,Female,27/07/2024,17,135,,161,02/07/2024,Beauty,697,27.21,58,20,5,switch,Mobile,Platinum
872,89,Female,10/07/2019,77,104,,322,25/08/2024,Automotive,580,7.86,98,0,2,jcb,Desktop,Platinum
873,80,Female,24/02/2023,97,331,,82,29/05/2024,Health,858,64.62,16,14,6,jcb,Desktop,Platinum
874,18,Female,22/10/2020,38,470,,333,20/01/2024,Automotive,402,33.24,55,18,9,jcb,Mobile,Silver
875,37,Male,03/02/2022,5,478,,323,24/03/2024,Sports & Outdoors,67,23.53,49,19,9,jcb,Desktop,Bronze
876,82,Male,23/11/2018,11,200,,324,12/04/2024,Toys,751,44.39,83,18,5,jcb,Desktop,Silver
877,23,Female,16/12/2021,27,318,,71,29/11/2023,Pets,453,32.0,95,3,3,maestro,Mobile,Platinum
878,32,Female,06/05/2018,23,164,,246,03/04/2024,Electronics,710,13.05,12,9,10,diners-club-us-ca,Desktop,Silver
879,60,Female,24/01/2023,72,281,,254,09/07/2024,Home & Kitchen,251,6.35,93,10,5,maestro,Mobile,Gold
880,89,Female,26/12/2023,50,356,,202,14/08/2024,Automotive,702,39.97,30,5,4,maestro,Mobile,Gold
881,70,Male,13/07/2018,84,227,,255,23/08/2024,Electronics,489,63.73,45,6,8,jcb,Desktop,Platinum
882,24,Female,14/12/2022,73,141,,68,10/06/2024,Toys,435,58.42,74,0,7,jcb,Mobile,Bronze
883,63,Female,05/03/2024,69,164,,61,29/04/2024,Books,5,74.37,72,17,1,jcb,Mobile,Silver
884,29,Male,03/05/2020,14,354,,290,29/08/2024,Sports & Outdoors,258,28.15,74,12,2,americanexpress,Desktop,Gold
885,66,Male,13/06/2022,51,199,,261,01/09/2024,Sports & Outdoors,528,51.61,62,12,4,jcb,Desktop,Gold
886,89,Female,29/02/2024,54,69,,246,04/10/2023,Electronics,778,70.04,6,3,9,jcb,Mobile,Platinum
887,90,Male,08/06/2018,90,19,,54,28/12/2023,Automotive,394,35.2,66,7,9,visa-electron,Mobile,Bronze
888,64,Male,21/07/2020,27,255,,293,21/08/2024,Pets,28,13.58,81,17,2,jcb,Desktop,Platinum
889,18,Male,02/08/2018,69,471,,84,27/06/2024,Automotive,131,93.72,67,3,6,maestro,Desktop,Platinum
890,53,Male,16/05/2024,98,305,,36,28/02/2024,Electronics,124,76.3,94,2,10,solo,Mobile,Bronze
891,55,Female,27/10/2018,98,261,,179,15/04/2024,Electronics,189,28.72,63,13,5,jcb,Desktop,Bronze
892,18,Male,22/03/2023,44,404,,280,11/07/2024,Home & Kitchen,851,77.16,89,7,8,visa,Desktop,Platinum
893,71,Female,10/12/2020,87,480,,240,08/08/2024,Electronics,105,6.9,32,16,0,laser,Mobile,Platinum
894,90,Female,06/07/2023,2,11,,360,08/03/2024,Electronics,2,95.33,20,17,9,americanexpress,Mobile,Bronze
895,74,Male,09/08/2021,38,21,,189,28/04/2024,Books,651,41.41,28,17,2,jcb,Desktop,Platinum
896,40,Male,11/12/2021,12,163,,26,11/04/2024,Home & Kitchen,442,82.62,80,3,6,visa,Desktop,Bronze
897,58,Male,04/04/2021,56,23,,118,03/12/2023,Health,216,75.64,88,15,6,switch,Mobile,Platinum
898,22,Female,16/06/2024,10,437,,202,09/02/2024,Clothing,552,59.08,8,14,7,china-unionpay,Desktop,Silver
899,60,Female,15/09/2020,7,195,,211,13/04/2024,Home & Kitchen,535,37.23,60,10,2,jcb,Desktop,Platinum
900,52,Female,09/12/2022,38,379,,61,04/07/2024,Toys,715,50.33,61,2,0,jcb,Desktop,Platinum
901,21,Female,30/04/2022,40,110,,335,12/11/2023,Books,588,0.31,6,13,6,visa-electron,Desktop,Bronze
902,23,Male,07/07/2020,18,202,,359,20/06/2024,Pets,301,26.51,96,0,1,diners-club-carte-blanche,Mobile,Silver
903,37,Male,14/01/2020,2,325,,203,09/07/2024,Sports & Outdoors,792,10.66,39,12,2,jcb,Desktop,Gold
904,67,Female,13/08/2018,70,73,,186,25/08/2024,Beauty,378,35.05,81,17,3,mastercard,Desktop,Bronze
905,49,Male,02/01/2024,28,462,,61,28/03/2024,Beauty,717,23.33,0,2,0,jcb,Desktop,Bronze
906,49,Male,21/04/2021,94,243,,317,06/02/2024,Health,987,61.99,68,10,6,visa-electron,Desktop,Bronze
907,78,Male,15/09/2023,71,215,,44,09/03/2024,Health,167,92.8,88,4,0,jcb,Mobile,Gold
908,37,Male,09/05/2019,96,498,,211,24/04/2024,Sports & Outdoors,741,17.62,77,16,7,jcb,Desktop,Gold
909,54,Female,27/06/2023,12,10,,212,03/06/2024,Beauty,532,30.81,87,0,8,laser,Mobile,Gold
910,56,Male,02/02/2020,6,149,,223,11/02/2024,Books,279,60.99,53,12,3,jcb,Mobile,Platinum
911,35,Male,26/03/2022,94,447,,254,30/07/2024,Beauty,450,98.05,84,5,3,jcb,Mobile,Bronze
912,29,Female,16/11/2018,29,196,,221,21/03/2024,Home & Kitchen,608,58.64,77,4,7,jcb,Desktop,Silver
913,88,Female,14/02/2024,70,196,,267,06/12/2023,Health,939,1.5,23,15,9,bankcard,Mobile,Bronze
914,29,Male,05/04/2022,22,296,,83,12/05/2024,Sports & Outdoors,975,56.36,76,15,8,visa-electron,Mobile,Platinum
915,92,Male,07/06/2021,60,92,,242,19/06/2024,Pets,346,84.45,29,14,7,jcb,Desktop,Gold
916,76,Female,03/07/2018,74,450,,223,27/12/2023,Automotive,919,2.36,6,16,3,china-unionpay,Desktop,Gold
917,85,Female,02/09/2020,12,202,,292,10/10/2023,Books,768,55.79,32,18,7,maestro,Mobile,Platinum
918,59,Female,01/10/2020,51,364,,161,13/03/2024,Books,430,85.5,4,3,8,jcb,Mobile,Gold
919,53,Male,26/05/2020,86,120,,61,15/04/2024,Health,757,0.39,90,6,7,bankcard,Desktop,Bronze
920,83,Male,15/09/2023,17,184,,248,02/10/2023,Automotive,708,86.91,98,11,1,jcb,Desktop,Silver
921,61,Male,27/03/2022,15,143,,137,03/08/2024,Pets,764,23.79,50,7,1,diners-club-carte-blanche,Mobile,Silver
922,88,Female,01/10/2021,22,366,,212,27/09/2023,Home & Kitchen,596,27.43,3,20,10,jcb,Mobile,Gold
923,66,Male,22/03/2018,96,35,,342,26/02/2024,Automotive,277,44.5,88,6,5,visa,Mobile,Silver
924,20,Female,16/06/2024,38,217,,1,24/08/2024,Beauty,70,4.05,61,9,9,jcb,Desktop,Silver
925,69,Female,23/02/2020,91,86,,102,25/07/2024,Pets,667,58.88,56,0,3,maestro,Mobile,Platinum
926,88,Female,09/03/2018,49,57,,149,05/11/2023,Beauty,848,84.8,71,16,0,jcb,Mobile,Gold
